user_id,isbn,rating
11676,0002005018,6.857257148784503
116866,0002005018,7.3633772589666835
152827,0060973129,8.269215210435368
157969,0374157065,8.42547196732043
67958,0399135782,8.46712771886402
213191,0399135782,6.855925709508705
245827,0399135782,6.378060119973821
11676,0671870432,7.088655074061425
263256,1558746218,7.825192953184526
226745,1881320189,7.448785971149334
7352,0440234743,5.776052406823124
12923,0440234743,7.299563053741435
13552,0440234743,8.130308615456343
21264,0440234743,6.117131753984137
31299,0440234743,8.60302813388002
64535,0440234743,6.582303153317588
70666,0440234743,6.332642957112773
75819,0440234743,7.911724125928913
79740,0440234743,4.357632628566952
85534,0440234743,8.373394198292617
100393,0440234743,3.4243775362804083
108143,0440234743,8.582308039111446
116127,0440234743,7.310730722198983
122251,0440234743,0.8327771339716036
128463,0440234743,7.075448818041526
131703,0440234743,7.2424817215766195
132144,0440234743,7.206466746252714
134863,0440234743,6.849499580016286
136707,0440234743,7.702260228457534
143939,0440234743,8.054164360760845
144062,0440234743,9.161986956390047
150400,0440234743,7.482290242890954
154730,0440234743,4.247363484165932
165884,0440234743,4.75682969935942
187533,0440234743,8.30104852391848
187944,0440234743,7.478157322869931
217516,0440234743,6.795169063409343
227392,0440234743,5.094674169951253
240567,0440234743,7.241522837669561
245616,0440234743,3.7866712674246705
250101,0440234743,9.406245231107091
258884,0440234743,6.72177311594185
259223,0440234743,8.316864548020266
273979,0440234743,7.330601190541815
6242,0452264464,5.0756170685083095
8570,0452264464,7.447721398016627
11104,0452264464,7.8576724585026065
11676,0452264464,7.431734345329719
36197,0452264464,7.231044447243847
36907,0452264464,8.98715649198076
80837,0452264464,7.894083094484536
102359,0452264464,8.80132235907714
144803,0452264464,7.048886624052107
165319,0452264464,6.318998882201128
174633,0452264464,8.778803458341045
221232,0452264464,9.180305402742576
252627,0452264464,10.01936125965879
271135,0452264464,5.532998102397898
271144,0452264464,5.255274045810394
11676,0609804618,8.618100340365324
79089,0609804618,7.369742133223934
271622,0609804618,8.6744618109594
141518,1841721522,8.609802137964756
157118,1841721522,9.75650820195371
14,0689821166,5.9164778086403365
4784,0971880107,7.2121810913043065
8453,0971880107,4.845196719121256
11554,0971880107,0.9900326713572758
12264,0971880107,5.020169883127486
13088,0971880107,5.22837917700577
13221,0971880107,2.1216835757405583
14049,0971880107,5.098989662132199
14461,0971880107,4.692847380584329
20147,0971880107,2.04933481862909
21404,0971880107,3.754841793836304
24664,0971880107,5.026022208293851
28091,0971880107,6.285649373316126
28735,0971880107,2.8305968915212736
32329,0971880107,5.164084368713753
33535,0971880107,5.1209648293464785
37538,0971880107,4.519471593579677
40841,0971880107,4.921051275039942
41596,0971880107,3.1003827336149676
45666,0971880107,5.019407442061145
46398,0971880107,2.3735274692280086
49954,0971880107,5.0250266890251885
51803,0971880107,1.4637079929464547
55894,0971880107,5.118633257265801
59994,0971880107,6.787260078023129
60633,0971880107,4.955794422666253
61028,0971880107,5.005226671233601
64819,0971880107,5.10838631830896
65145,0971880107,5.390756955049545
65370,0971880107,5.499491980610608
67636,0971880107,5.222369579663884
67704,0971880107,4.806962282228611
69378,0971880107,3.1564251780874333
70153,0971880107,2.2683692611616193
71162,0971880107,5.717321152021524
71464,0971880107,4.907157552644144
72030,0971880107,4.8595809549381785
74910,0971880107,6.407804504567361
79738,0971880107,4.932016783677565
83469,0971880107,5.13716878069263
84682,0971880107,5.9892486307456325
89867,0971880107,1.243164034391386
91254,0971880107,4.924000074818928
92727,0971880107,1.4152161671568613
98655,0971880107,1.8633299119559719
104268,0971880107,5.200719054758344
111433,0971880107,7.349097797508433
114434,0971880107,4.916726797968138
121070,0971880107,6.432817997617857
127619,0971880107,5.131085844194424
128447,0971880107,8.139052486926412
130915,0971880107,6.685460940916217
133645,0971880107,5.264210846965293
136139,0971880107,3.8602325570040157
136237,0971880107,1.8027850451177445
141842,0971880107,1.8949525872802155
142600,0971880107,1.6959507173859816
144133,0971880107,6.405167755173288
148191,0971880107,3.9024290018803245
150657,0971880107,3.3017496056192766
157783,0971880107,5.276155567066089
159720,0971880107,3.8992139260384393
160241,0971880107,4.982031065589528
161726,0971880107,4.950380018907646
171506,0971880107,6.658936033418747
172406,0971880107,5.775102136395945
173190,0971880107,2.4673155439720142
173315,0971880107,6.778685077508093
174657,0971880107,6.705441029441118
175254,0971880107,4.804474744977054
178072,0971880107,6.755551810259622
179791,0971880107,5.044149456426874
180149,0971880107,4.866491111892109
180447,0971880107,5.381418980241229
180795,0971880107,5.143408576495127
181316,0971880107,5.721868257915531
190885,0971880107,2.4544043808249896
191214,0971880107,7.011715616840419
197550,0971880107,6.408622502167665
198045,0971880107,6.458656400349751
201521,0971880107,2.1948115884095953
204652,0971880107,1.747167875350576
208478,0971880107,5.03272917356261
209486,0971880107,4.8030467500468434
210695,0971880107,0.8352141589285157
216262,0971880107,5.084305358168261
216397,0971880107,7.978993335734306
219132,0971880107,3.860128787500646
219949,0971880107,3.3218365654083866
225832,0971880107,5.031905182227873
230436,0971880107,5.075244998986786
233451,0971880107,6.3946373142439
233857,0971880107,7.102500868078547
233871,0971880107,6.883827427110361
234784,0971880107,5.0609841396286015
234925,0971880107,3.9945329794228472
235506,0971880107,5.095526444292841
235698,0971880107,5.02638341923592
237283,0971880107,4.867214599310695
239847,0971880107,2.4993240833344386
240541,0971880107,1.9135380409564815
242639,0971880107,3.0763403238458045
245829,0971880107,6.931169813432569
246344,0971880107,5.0985267417944415
248566,0971880107,4.92839622189791
249827,0971880107,5.718813812763531
254589,0971880107,5.298123204572459
258675,0971880107,4.841367739790188
260897,0971880107,1.9831542946200953
261015,0971880107,3.886865015361289
263078,0971880107,5.739961699304587
263979,0971880107,4.930763263772709
264415,0971880107,5.059377240222627
267881,0971880107,4.879937035563302
269607,0971880107,7.3698294256953725
269852,0971880107,6.114183159915281
271364,0971880107,5.137376756685623
22463,0345402871,8.175282849768758
28731,0345402871,6.790928020509392
35945,0345402871,6.802693483889286
37511,0345402871,9.58375772861799
41084,0345402871,7.633261648945801
55892,0345402871,7.5480403581541475
67244,0345402871,6.7925142113338595
86680,0345402871,5.16806388797253
107244,0345402871,9.126778951248426
170154,0345402871,6.402429427760596
204591,0345402871,6.1448942090530485
234162,0345402871,7.001083336368168
234672,0345402871,7.987601539274724
236235,0345402871,10.050018911618785
267377,0345402871,7.133965043406179
275195,0345402871,8.37301337355331
1848,0345417623,8.983102241414153
10470,0345417623,8.390834942063528
16551,0345417623,7.4454882190965135
19085,0345417623,8.111734297110537
30594,0345417623,6.729366080695959
32188,0345417623,7.498103987925735
58351,0345417623,7.9222754435915475
61935,0345417623,7.173368963865562
67236,0345417623,7.635086669407081
80538,0345417623,8.264058717281356
103176,0345417623,7.087813112904976
105925,0345417623,8.349050103207988
106007,0345417623,8.508874000345315
110700,0345417623,9.653354989804077
115435,0345417623,8.734747036572829
119205,0345417623,6.989731140676823
132392,0345417623,7.812617830322471
133462,0345417623,5.950448184409833
135149,0345417623,7.367848929031312
152015,0345417623,7.288349739364447
161385,0345417623,8.148526915244233
165253,0345417623,5.58523191761387
179843,0345417623,7.897471793020293
185006,0345417623,8.571071751655257
191049,0345417623,4.848575208918113
192479,0345417623,9.116342049994133
197272,0345417623,7.053274114011222
210035,0345417623,7.5255638075565585
225989,0345417623,8.568049491585697
227305,0345417623,7.128183208216005
231518,0345417623,8.541672137411862
234879,0345417623,4.802363821180087
235498,0345417623,9.071636336955562
240660,0345417623,7.15628057722518
248468,0345417623,7.514282808360774
249058,0345417623,8.781199138341652
254303,0345417623,4.291678938577187
266678,0345417623,6.369653391798094
266819,0345417623,6.957160915111259
22255,0312978383,7.53647716007723
31040,0312978383,7.725706048547383
61901,0312978383,8.728162399295503
135317,0312978383,7.8270487062635885
135965,0312978383,7.897982928575302
147978,0312978383,8.330293583968096
17,0425099148,5.541231694399898
180975,0553264990,8.160356838560123
25981,0553278398,5.992888048397672
37168,0553278398,9.847935672524333
234672,0553278398,8.724489025251431
98930,0684823802,8.639230657333993
17,0891075275,4.1388902577796145
141493,0891075275,8.9747885150456
162639,0891075275,9.001950357569587
175815,0891075275,3.468938084916752
136255,0891076182,4.314242862622862
151373,0891076182,5.807908255607162
161903,0891076182,5.870574454945899
119027,0375759778,4.72690107294425
235867,0375759778,9.029432468403408
101606,0425163091,8.492083036648658
122519,0375406328,6.793026099058491
237856,0375406328,7.234947658314314
2766,0446310786,8.866950134157177
8253,0446310786,9.580861544213489
13850,0446310786,9.492692892423332
17950,0446310786,7.202559988899642
45340,0446310786,8.969276461389912
46443,0446310786,9.157595945309783
49204,0446310786,9.246488114921862
55187,0446310786,9.06323153425351
57398,0446310786,8.718329960214525
59038,0446310786,9.577258810349342
63545,0446310786,7.720645325561719
72886,0446310786,7.869117669907164
89874,0446310786,9.498929884665605
98440,0446310786,9.6144735667893
98468,0446310786,9.573223574570626
101126,0446310786,1.6570820352785351
104657,0446310786,9.39706088791622
117577,0446310786,7.748186354903222
129641,0446310786,9.217011582583085
137746,0446310786,8.361316005789538
138543,0446310786,9.292513556943154
157851,0446310786,7.8364903128341785
160509,0446310786,9.716707212827476
168047,0446310786,9.717280290554827
178953,0446310786,9.286139242863928
181176,0446310786,8.992300240482258
184299,0446310786,9.028095242650801
192353,0446310786,9.192546558760323
204494,0446310786,7.757629691506914
204762,0446310786,5.748138316601435
209160,0446310786,8.747582561314912
209516,0446310786,9.518019762023568
209724,0446310786,8.343270707997808
209789,0446310786,7.872107250274563
226847,0446310786,8.902234724549883
234205,0446310786,9.131382078318035
235030,0446310786,8.401064832540573
236058,0446310786,9.11824388665958
240567,0446310786,8.445153805765958
246759,0446310786,6.611818433995031
251422,0446310786,8.679573642210563
251844,0446310786,9.053614898977887
261611,0446310786,7.935410668883963
2766,0449005615,8.421911062491285
11676,0449005615,7.999831121319605
25981,0449005615,4.2102378394412465
28945,0449005615,6.555986776277282
65791,0449005615,7.157336587927302
88738,0449005615,9.156676654613554
94542,0449005615,7.312089020783658
95173,0449005615,7.46863041729471
124175,0449005615,7.380885168349298
125222,0449005615,7.406526789094476
126604,0449005615,7.649543870177143
127359,0449005615,7.791585412348078
132686,0449005615,7.394186218343424
135149,0449005615,7.990248192784725
148263,0449005615,8.854088475167716
174807,0449005615,7.3031776283045575
180314,0449005615,7.291727945659419
204783,0449005615,8.342453694215838
206107,0449005615,5.128148903678434
208510,0449005615,8.285131331924612
214223,0449005615,7.42027518588091
240710,0449005615,5.312030573427364
269280,0449005615,7.35024810610828
277722,0449005615,8.126541641459621
20462,0060168013,8.060099480424372
36554,0060168013,8.981458116067035
149667,0060168013,5.2482638278868565
223096,0060168013,7.586767883175094
258147,0060168013,9.441105443618973
105904,0061099686,6.608995932018059
142579,0061099686,7.262349091799871
47316,0553582909,7.592066408218147
204524,0553582909,6.982625038235111
22045,0671888587,7.26770837467916
25981,0671888587,3.865238630139615
39440,0671888587,10.514009204814396
59269,0671888587,8.036192176379615
168702,0671888587,7.047383355747559
173481,0671888587,6.205198330759674
264031,0671888587,8.217849472145947
264082,0671888587,4.899845583170675
39662,0553582747,5.124880368529709
49377,0553582747,4.597660175924521
90657,0553582747,4.958796430627811
106849,0553582747,9.926868946063507
108405,0553582747,7.296041123182527
110973,0553582747,8.399699112758329
128732,0553582747,7.99367419481863
165267,0553582747,7.051496708730531
170997,0553582747,8.383349743900746
171968,0553582747,8.542274930174997
218836,0553582747,4.919344447801129
232736,0553582747,7.193927000124627
241666,0553582747,7.472833160131266
248594,0553582747,7.1459744444756215
8870,0425182908,5.591743015928842
16010,0425182908,7.220464785142708
19570,0425182908,3.1177336148751738
30035,0425182908,2.744572820072729
45315,0425182908,2.7676780189126897
82842,0425182908,7.858773726781817
83287,0425182908,4.167365589866703
88278,0425182908,3.560832512151525
108405,0425182908,6.197188811915097
128742,0425182908,6.147235245938551
195386,0425182908,2.5469995259010343
201568,0425182908,5.222383218572606
244484,0425182908,3.508776176087489
256407,0425182908,3.3647796422629805
18979,042518630X,4.86577885756554
23624,042518630X,5.286821403792328
42256,042518630X,6.821633206050739
72238,042518630X,7.833187895464411
